DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2022.05.26,16:00:00,1.25655,1.25876,1.25533,1.25767,23222,0,0
2022.05.26,20:00:00,1.25767,1.26083,1.2568,1.26022,10278,0,0
2022.05.27,0:00:00,1.26022,1.26256,1.25702,1.26223,8172,0,0
2022.05.27,4:00:00,1.26223,1.26669,1.2615,1.2651,21924,0,0
2022.05.27,8:00:00,1.2651,1.26523,1.26077,1.26187,20736,0,0
2022.05.27,12:00:00,1.26186,1.26439,1.25861,1.2625,20102,0,0
2022.05.27,16:00:00,1.2625,1.26541,1.25968,1.26067,21030,0,0
2022.05.27,20:00:00,1.26065,1.26316,1.26028,1.26289,6860,0,0
2022.05.30,0:00:00,1.26081,1.26344,1.26081,1.26282,6712,0,0
2022.05.30,4:00:00,1.26282,1.26574,1.26213,1.26463,19149,0,0
2022.05.30,8:00:00,1.26464,1.26513,1.26163,1.26297,21009,0,0
2022.05.30,12:00:00,1.26297,1.26552,1.26248,1.26323,16333,0,0
2022.05.30,16:00:00,1.26323,1.26596,1.26312,1.26543,14747,0,0
2022.05.30,20:00:00,1.26543,1.26589,1.26482,1.26502,6420,0,0
2022.05.31,0:00:00,1.26472,1.26531,1.26102,1.26117,14273,0,0
2022.05.31,4:00:00,1.26117,1.26294,1.25982,1.26123,19521,0,0
2022.05.31,8:00:00,1.26123,1.26315,1.25913,1.26126,20285,0,0
2022.05.31,12:00:00,1.26128,1.26188,1.25603,1.25622,22393,0,0
2022.05.31,16:00:00,1.25621,1.26302,1.25621,1.26199,30493,0,0
2022.05.31,20:00:00,1.26199,1.26239,1.25987,1.26012,11184,0,0
2022.06.01,0:00:00,1.25976,1.26163,1.25928,1.26092,4407,0,1
2022.06.01,4:00:00,1.26088,1.26091,1.2575,1.25821,10728,0,0
2022.06.01,8:00:00,1.25821,1.26118,1.25749,1.25786,18343,0,0
2022.06.01,12:00:00,1.25787,1.26047,1.25597,1.25876,16275,0,0
2022.06.01,16:00:00,1.25877,1.25947,1.24586,1.247,30963,0,0
2022.06.01,20:00:00,1.247,1.25022,1.24693,1.2485,14004,0,0
2022.06.02,0:00:00,1.24835,1.24917,1.24741,1.24855,7275,0,0
2022.06.02,4:00:00,1.24852,1.24878,1.24704,1.24855,9360,0,0
2022.06.02,8:00:00,1.24855,1.25448,1.24688,1.25375,12770,0,0
2022.06.02,12:00:00,1.25371,1.25714,1.25354,1.25547,15507,0,0
2022.06.02,16:00:00,1.25548,1.25819,1.25247,1.25815,23269,0,0
2022.06.02,20:00:00,1.25815,1.25865,1.25643,1.25762,9733,0,0
2022.06.03,0:00:00,1.25724,1.25894,1.25663,1.25781,4209,0,2
